EUR, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR,
1.0, 1.0653, 164.68, 1.9558, 25.267, 7.4622, 0.85620, 395.30, 4.3300, 4.9764, 11.6640, 0.9680, 150.30, 11.7650, 34.7304, 1.6622, 5.6165, 1.4666, 7.7139, 8.3443, 17325.08, 4.0181, 88.9228, 1469.09, 18.4819, 5.0959, 1.8105, 61.373, 1.4510, 39.288, 20.4793,
